Date,Open,High,Low,Close,Adj Close,Volume
1998-04-09,41.300999,41.584999,41.070999,41.584999,28.010799,17700
1998-04-10,41.584999,41.584999,41.584999,41.584999,28.010799,0
1998-04-13,41.584999,41.584999,41.584999,41.584999,28.010799,0
1998-04-14,42.096333,43.539333,42.096333,43.539333,29.327196,86400
1998-04-15,43.743999,48.572666,43.459667,47.805668,32.200909,255300
1998-04-16,48.004665,48.572666,46.385666,46.584332,31.378242,67500
1998-04-17,46.641335,47.890999,45.618668,47.549999,32.028706,124800
1998-04-20,48.970333,50.163334,48.575665,50.163334,33.788982,121800
1998-04-21,50.845001,51.413334,49.737331,49.998665,33.678078,102000
1998-04-22,50.049667,51.640331,47.834332,48.283001,32.522430,223200
1998-04-23,48.856667,49.254333,46.300331,49.254333,33.176712,246000
1998-04-24,48.174999,48.174999,47.152332,47.237667,31.818310,103500
1998-04-27,46.981998,46.981998,44.937000,45.561665,30.689402,75000
1998-04-28,46.016335,48.004665,45.959332,47.493332,31.990526,63900
1998-04-29,47.635334,48.231998,47.209332,47.834332,32.220222,65400
1998-04-30,48.004665,49.311333,47.890999,48.979000,32.991253,64800
1998-05-01,48.979000,48.979000,48.979000,48.979000,32.991253,0
1998-05-04,49.709000,50.788334,49.709000,50.277000,33.865547,62700
1998-05-05,49.993000,50.277000,49.140667,50.049667,33.712418,52500
1998-05-06,49.936333,50.680332,48.572666,50.248665,33.846470,49200
1998-05-07,49.055668,50.390667,48.856667,48.856667,32.908848,105600
1998-05-08,48.856667,49.993000,48.856667,49.993000,33.674252,63900
1998-05-11,49.538666,49.936333,49.140667,49.311333,33.215096,26700
1998-05-12,49.424999,49.424999,48.288666,48.658001,32.775021,15300
1998-05-13,48.743000,50.277000,48.572666,49.993000,33.674252,44100
1998-05-14,50.049667,50.049667,48.686333,49.140667,33.100136,153600
1998-05-15,49.424999,49.907665,48.743000,49.709000,33.482967,167100
1998-05-18,49.424999,49.851002,48.572666,49.197666,33.138531,57600
1998-05-19,49.538666,50.504333,49.424999,50.334000,33.903942,37200
1998-05-20,50.277000,51.356335,50.277000,50.902000,34.286533,53400
1998-05-21,50.902000,50.902000,50.902000,50.902000,34.286533,0
1998-05-22,50.788334,52.095001,50.788334,51.527000,34.707523,108900
1998-05-25,51.527000,53.287998,51.413334,52.833332,35.587444,57300
1998-05-26,53.117664,53.458332,52.833332,53.060665,35.740570,114600
1998-05-27,52.265331,52.435665,50.561001,50.561001,34.056847,59100
1998-05-28,51.811001,52.265331,51.129333,51.793999,34.887363,43500
1998-05-29,51.924667,52.776665,51.583668,52.265331,35.204857,69000
1998-06-01,52.265331,52.265331,52.265331,52.265331,35.204857,0
1998-06-02,51.811001,52.606335,51.811001,52.322334,35.243252,60900
1998-06-03,52.549332,53.401665,52.549332,53.060665,35.740570,119700
1998-06-04,53.117664,53.344666,52.805000,52.833332,35.587444,45600
1998-06-05,53.430000,55.389999,53.430000,55.162666,37.156433,91500
1998-06-08,55.674000,57.378334,55.674000,57.094334,38.457565,31200
1998-06-09,57.094334,59.920666,56.923664,57.974667,39.050537,87600
1998-06-10,57.378334,59.082664,57.151001,58.798664,39.605556,95700
1998-06-11,58.798664,58.798664,58.798664,58.798664,39.605556,0
1998-06-12,57.804333,58.741665,57.378334,57.378334,38.648869,164100
1998-06-15,57.946335,58.117001,56.810333,57.949333,39.033470,84600
1998-06-16,57.191002,59.355331,57.191002,59.071335,39.789234,115500
1998-06-17,59.650665,62.264000,59.650665,62.264000,41.939754,62400
1998-06-18,62.775333,63.542332,60.843666,61.923000,41.710064,241800
1998-06-19,62.775333,63.343334,61.411999,61.752666,41.595322,156000
1998-06-22,61.951668,61.951668,59.931999,59.934666,40.370754,115500
1998-06-23,60.218666,60.218666,56.526001,58.627998,39.490616,228000
1998-06-24,59.196335,59.565666,57.946335,59.270000,39.923050,100200
1998-06-25,60.161999,61.070999,59.650665,61.070999,41.136166,171900
1998-06-26,61.355000,62.548000,61.241333,61.411999,41.365852,90600
1998-06-29,61.070999,62.207333,60.872002,61.860664,41.668068,60300
1998-06-30,61.809666,62.434334,61.355000,61.639000,41.518761,89400
1998-07-01,61.923000,61.923000,61.070999,61.355000,41.327465,111000
1998-07-02,61.355000,62.036667,60.048332,60.559666,40.791737,94500
1998-07-03,60.616333,61.241333,60.048332,60.502998,40.753574,68100
1998-07-06,60.786999,60.786999,58.798664,60.502998,40.753574,117900
1998-07-07,61.014000,61.014000,60.105331,60.389332,40.677013,52800
1998-07-08,60.389332,60.786999,59.082664,59.536999,40.102901,49800
1998-07-09,59.650665,60.275665,57.435001,58.230331,39.222752,86100
1998-07-10,52.265331,56.526001,51.413334,55.844334,37.615593,753600
1998-07-13,56.526001,57.946335,56.469334,57.372665,38.645050,170400
1998-07-14,57.889668,58.429333,56.923664,57.492001,38.725430,135900
1998-07-15,58.344002,59.650665,57.946335,59.650665,40.179455,153000
1998-07-16,60.161999,60.673332,59.252998,60.020000,40.428242,90900
1998-07-17,60.929001,62.377666,60.687668,61.338001,41.316013,49200
1998-07-20,61.355000,61.894665,60.502998,61.127666,41.174335,64500
1998-07-21,60.900665,65.558998,60.900665,63.911331,43.049351,261000
1998-07-22,63.900002,67.547333,63.900002,64.692665,43.575645,982218
1998-07-23,64.479668,65.047668,61.923000,64.195335,43.240654,1035024
1998-07-24,62.661667,64.536331,62.207001,63.684334,42.896450,207708
1998-07-27,62.945667,64.195335,60.389332,60.389332,40.677013,205947
1998-07-28,63.229668,63.229668,61.468666,61.468666,41.404034,549195
1998-07-29,61.525333,64.195335,59.934666,62.377666,42.016315,512232
1998-07-30,62.491333,66.325996,62.491333,66.289001,44.650898,1110717
1998-07-31,69.251663,69.876335,67.831329,66.289001,44.650898,2756547
