Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,5975.520020,6048.299805,5974.430176,6048.299805,6048.299805,104344400
2010-01-05,6043.939941,6058.020020,6015.669922,6031.859863,6031.859863,117572100
2010-01-06,6032.390137,6047.569824,5997.089844,6034.330078,6034.330078,108742400
2010-01-07,6016.799805,6037.569824,5961.250000,6019.359863,6019.359863,133704300
2010-01-08,6028.620117,6053.040039,5972.240234,6037.609863,6037.609863,126099000
2010-01-11,6057.930176,6094.259766,6031.140137,6040.500000,6040.500000,103675800
2010-01-12,6039.390137,6055.560059,5924.720215,5943.000000,5943.000000,129269700
2010-01-13,5937.169922,5974.439941,5925.240234,5963.140137,5963.140137,114728400
2010-01-14,5999.080078,6009.910156,5951.689941,5988.879883,5988.879883,115453700
2010-01-15,5996.560059,6025.359863,5866.839844,5875.970215,5875.970215,156035200
2010-01-18,5897.629883,5922.930176,5877.649902,5918.549805,5918.549805,79532100
2010-01-19,5905.330078,5988.799805,5849.669922,5976.479980,5976.479980,113604900
2010-01-20,5963.709961,5972.770020,5832.089844,5851.529785,5851.529785,118371200
2010-01-21,5878.240234,5908.850098,5742.450195,5746.970215,5746.970215,138594400
2010-01-22,5735.680176,5740.870117,5639.490234,5695.319824,5695.319824,177787000
2010-01-25,5662.850098,5693.859863,5624.580078,5631.370117,5631.370117,122382000
2010-01-26,5593.939941,5675.959961,5574.459961,5668.930176,5668.930176,140930900
2010-01-27,5643.520020,5673.729980,5589.009766,5643.200195,5643.200195,143566600
2010-01-28,5687.100098,5718.810059,5540.330078,5540.330078,5540.330078,185119100
2010-01-29,5566.029785,5657.870117,5556.189941,5608.790039,5608.790039,206927000
2010-02-01,5587.500000,5674.209961,5567.720215,5654.479980,5654.479980,130680700
2010-02-02,5664.250000,5723.200195,5624.609863,5709.660156,5709.660156,137793900
2010-02-03,5715.160156,5733.709961,5656.899902,5672.089844,5672.089844,133970300
2010-02-04,5671.169922,5696.939941,5522.569824,5533.240234,5533.240234,170297100
2010-02-05,5515.689941,5527.000000,5433.020020,5434.339844,5434.339844,234113800
2010-02-08,5476.470215,5505.060059,5434.399902,5484.850098,5484.850098,137808300
2010-02-09,5485.310059,5537.970215,5461.509766,5498.259766,5498.259766,130402000
